ID,Name,AnimalType,AgeuponOutcome,Breed,Color,Sex,Neutered,Year,Month,Day,Hour,Minute
3911,No Name,Dog,104,Hybrid,Tan,Male,Intact,2014,6,27,14,32
3912,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2015,7,8,18,49
3913,No Name,Dog,416,Hybrid,White,Male,Neutered,2015,5,8,17,59
3914,Has Name,Dog,22,Hybrid,Black,Male,Neutered,2015,6,10,17,58
3915,Has Name,Dog,9,Hybrid,Red,Female,Neutered,2015,10,9,15,24
3916,Has Name,Dog,104,Purebred,Black,Male,Neutered,2015,1,6,14,42
3917,Has Name,Cat,13,Hybrid,Black,Male,Neutered,2014,1,27,18,14
3918,Has Name,Dog,52,Hybrid,Chocolate,Male,Neutered,2014,8,27,12,33
3919,Has Name,Cat,832,Hybrid,Black,Female,Neutered,2014,12,16,8,38
3920,Has Name,Dog,312,Hybrid,White,Male,Neutered,2015,2,17,12,14
3921,No Name,Cat,2,Hybrid,Black,Male,Intact,2014,7,22,18,56
3922,Has Name,Dog,572,Hybrid,White,Male,Neutered,2013,11,6,11,49
3923,Has Name,Dog,208,Hybrid,White,Male,Neutered,2015,12,22,18,26
3924,No Name,Cat,2,Hybrid,Tortie,Female,Intact,2014,5,8,18,36
3925,Has Name,Cat,9,Hybrid,Orange,Male,Neutered,2015,7,18,18,35
3926,No Name,Dog,2,Hybrid,Black,Female,Intact,2015,1,20,14,42
3927,Has Name,Dog,156,Hybrid,White,Female,Intact,2015,10,28,0,0
3928,Has Name,Cat,13,Hybrid,Brown,Female,Intact,2013,11,30,17,27
3929,Has Name,Cat,156,Hybrid,Orange,Male,Neutered,2014,2,17,17,42
3930,Has Name,Dog,260,Hybrid,Tan,Male,Intact,2013,11,6,10,59
3931,Has Name,Cat,208,Hybrid,Black,Female,Neutered,2014,11,30,14,15
3932,Has Name,Dog,52,Hybrid,Tricolor,Female,Neutered,2013,11,19,18,39
3933,Has Name,Dog,156,Hybrid,Black,Male,Neutered,2015,8,1,16,11
3934,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2015,7,19,18,0
3935,Has Name,Dog,52,Hybrid,Tan,Male,Intact,2014,11,2,12,50
3936,Has Name,Dog,40,Hybrid,Tricolor,Female,Neutered,2014,7,17,13,28
3937,Has Name,Dog,36,Hybrid,White,Female,Neutered,2014,11,21,11,38
3938,No Name,Cat,52,Hybrid,Brown,Female,Intact,2014,10,4,9,0
3939,Has Name,Dog,156,Hybrid,Tan,Male,Neutered,2015,3,27,16,16
3940,Has Name,Dog,52,Hybrid,Black,Female,Intact,2015,8,14,16,46
3941,Has Name,Cat,52,Hybrid,Lynx,Female,Neutered,2015,8,17,14,58
3942,Has Name,Cat,9,Hybrid,White,Male,Neutered,2014,6,22,17,7
3943,Has Name,Cat,4,Hybrid,Black,Male,Intact,2015,10,3,15,35
3944,Has Name,Dog,468,Purebred,Yellow,Female,Neutered,2013,11,4,12,9
3945,Has Name,Cat,52,Hybrid,Tortie,Female,Neutered,2013,11,12,15,10
3946,No Name,Dog,4,Hybrid,Black,Male,Intact,2015,7,13,11,20
3947,Has Name,Cat,4,Hybrid,Black,Female,Neutered,2014,10,1,15,26
3948,Has Name,Dog,156,Hybrid,Tan,Female,Neutered,2014,12,20,16,35
3949,Has Name,Dog,260,Purebred,Red,Male,Neutered,2013,10,1,18,19
3950,Has Name,Dog,416,Hybrid,White,Male,Neutered,2014,10,16,17,58
3951,Has Name,Dog,364,Hybrid,Black,Male,Intact,2014,11,21,13,25
3952,No Name,Dog,13,Hybrid,Tan,Male,Neutered,2015,1,6,18,20
3953,Has Name,Dog,156,Hybrid,Tricolor,Female,Intact,2013,12,28,18,12
3954,No Name,Cat,52,Hybrid,Brown,Female,Neutered,2013,10,28,12,30
3955,Has Name,Dog,18,Hybrid,Tan,Male,Neutered,2014,11,3,13,52
3956,Has Name,Dog,40,Hybrid,Chocolate,Male,Neutered,2015,9,26,11,32
3957,Has Name,Dog,208,Hybrid,White,Male,Neutered,2016,1,24,15,8
3958,Has Name,Dog,9,Hybrid,Black,Male,Intact,2014,6,19,19,10
3959,Has Name,Cat,9,Hybrid,Orange,Female,Neutered,2014,8,3,17,6
3960,Has Name,Dog,624,Hybrid,White,Male,Neutered,2014,11,28,14,1
3961,Has Name,Cat,31,Hybrid,Torbie,Female,Neutered,2014,5,12,19,7
3962,No Name,Cat,9,Hybrid,Black,Female,Neutered,2015,6,20,12,16
3963,No Name,Dog,18,Hybrid,Blue,Female,Neutered,2014,10,14,17,57
3964,No Name,Cat,104,Hybrid,Black,Female,Unknown,2015,10,13,9,0
3965,Has Name,Cat,9,Hybrid,Brown,Female,Neutered,2014,9,13,17,12
3966,No Name,Cat,104,Hybrid,Black,Male,Intact,2014,6,19,18,43
3967,No Name,Cat,4,Hybrid,Blue,Male,Intact,2015,8,29,14,19
3968,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2014,11,9,13,51
3969,Has Name,Cat,4,Hybrid,Orange,Male,Neutered,2014,11,22,17,14
3970,Has Name,Dog,36,Hybrid,Buff,Female,Neutered,2015,9,5,14,17
3971,No Name,Dog,52,Hybrid,Chocolate,Male,Neutered,2013,10,5,18,11
3972,Has Name,Dog,22,Hybrid,Black,Female,Intact,2015,12,3,19,10
3973,Has Name,Dog,36,Hybrid,Tricolor,Male,Neutered,2014,10,6,11,17
3974,Has Name,Dog,104,Hybrid,Tricolor,Male,Neutered,2015,4,5,13,6
3975,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2014,10,18,8,19
3976,Has Name,Cat,104,Hybrid,Torbie,Female,Neutered,2015,6,5,15,53
3977,Has Name,Dog,9,Hybrid,Black,Male,Neutered,2014,7,8,17,49
3978,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2014,3,2,15,53
3979,Has Name,Cat,9,Purebred,Flame,Male,Intact,2015,5,7,16,6
3980,Has Name,Cat,9,Hybrid,Orange,Male,Neutered,2014,6,19,12,22
3981,Has Name,Dog,9,Hybrid,Tan,Female,Intact,2014,11,9,9,13
3982,No Name,Dog,260,Hybrid,White,Male,Intact,2013,11,29,19,27
3983,Has Name,Dog,104,Hybrid,Brown,Female,Neutered,2015,5,29,15,35
3984,Has Name,Dog,520,Hybrid,Black,Male,Neutered,2014,7,29,16,52
3985,Has Name,Dog,18,Hybrid,White,Male,Neutered,2014,4,11,18,48
3986,Has Name,Dog,208,Hybrid,Blue,Female,Neutered,2015,12,27,17,32
3987,Has Name,Dog,104,Hybrid,Brown,Female,Neutered,2014,3,2,12,22
3988,Has Name,Cat,4,Hybrid,Black,Female,Intact,2016,1,26,12,23
3989,No Name,Dog,416,Hybrid,Liver,Female,Intact,2013,10,10,13,7
3990,No Name,Cat,13,Hybrid,Brown,Male,Intact,2014,8,23,9,0
3991,Has Name,Dog,156,Hybrid,Blue,Female,Neutered,2015,6,29,18,26
3992,Has Name,Cat,9,Hybrid,Blue,Male,Neutered,2013,12,1,15,41
3993,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2015,6,19,12,26
3994,Has Name,Cat,52,Purebred,Blue,Male,Neutered,2015,2,24,8,55
3995,Has Name,Cat,52,Hybrid,Blue,Female,Neutered,2013,11,8,12,50
3996,Has Name,Cat,45,Hybrid,Calico,Female,Neutered,2013,12,31,15,26
3997,Has Name,Dog,156,Hybrid,Tan,Female,Intact,2014,1,24,14,21
3998,Has Name,Dog,52,Hybrid,White,Male,Intact,2015,5,29,16,29
3999,No Name,Dog,9,Hybrid,Tan,Male,Neutered,2014,8,14,7,10
4000,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2015,7,21,14,8
4001,Has Name,Dog,9,Hybrid,Black,Male,Neutered,2016,2,21,12,21
4002,Has Name,Dog,624,Purebred,Black,Male,Neutered,2016,1,23,12,12
4003,Has Name,Dog,156,Hybrid,Tan,Female,Intact,2013,10,30,13,6
4004,Has Name,Dog,104,Hybrid,White,Female,Neutered,2015,6,28,11,21
4005,No Name,Cat,2,Hybrid,Brown,Female,Intact,2014,8,18,14,23
4006,Has Name,Dog,104,Hybrid,Tan,Female,Neutered,2013,12,3,13,50
4007,Has Name,Dog,52,Hybrid,White,Female,Neutered,2013,12,21,17,59
4008,Has Name,Cat,52,Hybrid,Black,Male,Neutered,2015,1,5,13,1
4009,Has Name,Dog,9,Hybrid,Tricolor,Female,Neutered,2014,3,11,18,21
4010,Has Name,Dog,52,Hybrid,White,Female,Neutered,2014,2,16,17,11
4011,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2014,8,15,18,16
4012,Has Name,Cat,4,Hybrid,Brown,Male,Intact,2013,10,12,11,10
4013,No Name,Cat,22,Hybrid,Brown,Female,Neutered,2013,10,13,18,2
4014,No Name,Dog,104,Hybrid,Black,Female,Neutered,2015,5,22,16,25
4015,No Name,Cat,2,Hybrid,Black,Male,Intact,2014,8,19,14,29
4016,Has Name,Cat,13,Hybrid,Tortie,Female,Neutered,2015,11,8,18,13
4017,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2014,1,20,18,19
4018,Has Name,Cat,4,Hybrid,Orange,Female,Intact,2014,4,10,14,10
4019,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2014,7,15,18,35
4020,No Name,Dog,4,Hybrid,White,Female,Neutered,2015,9,19,13,6
4021,Has Name,Dog,104,Hybrid,Fawn,Female,Neutered,2015,7,26,14,39
4022,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2013,10,5,18,52
4023,No Name,Cat,52,Hybrid,Black,Male,Intact,2015,3,21,9,0
4024,Has Name,Cat,9,Hybrid,White,Male,Intact,2015,5,15,13,58
4025,No Name,Cat,3,Hybrid,Blue,Female,Intact,2015,4,25,18,24
4026,Has Name,Dog,104,Hybrid,Cream,Male,Neutered,2016,1,16,19,2
4027,Has Name,Dog,52,Hybrid,Fawn,Female,Neutered,2015,2,11,15,0
4028,Has Name,Cat,104,Hybrid,Blue,Female,Neutered,2015,8,17,17,46
4029,No Name,Cat,104,Hybrid,Blue,Female,Unknown,2014,8,16,9,0
4030,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2015,7,9,16,3
4031,No Name,Cat,45,Hybrid,White,Male,Intact,2014,10,27,9,0
4032,Has Name,Dog,104,Hybrid,White,Male,Neutered,2015,7,25,14,54
4033,Has Name,Dog,49,Hybrid,Red,Male,Neutered,2015,5,25,11,18
4034,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2014,5,22,16,59
4035,No Name,Dog,104,Hybrid,White,Female,Neutered,2015,7,14,18,26
4036,No Name,Cat,1,Hybrid,Brown,Female,Unknown,2015,6,6,19,6
4037,Has Name,Dog,156,Hybrid,White,Female,Neutered,2014,11,20,17,10
4038,Has Name,Cat,9,Hybrid,Black,Female,Neutered,2015,11,10,14,32
4039,Has Name,Dog,49,Hybrid,Brown,Male,Neutered,2015,7,25,14,55
4040,Has Name,Dog,260,Hybrid,White,Female,Neutered,2015,8,22,16,0
4041,Has Name,Dog,36,Hybrid,Tricolor,Female,Neutered,2015,1,4,17,27
4042,Has Name,Cat,36,Hybrid,Black,Female,Neutered,2015,1,19,15,38
4043,No Name,Dog,104,Purebred,Brown,Male,Neutered,2013,11,5,17,30
4044,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2015,5,14,17,53
4045,No Name,Cat,9,Hybrid,Brown,Male,Neutered,2014,4,6,18,6
4046,Has Name,Cat,4,Hybrid,Black,Female,Intact,2015,11,15,14,50
4047,Has Name,Dog,520,Hybrid,Yellow,Female,Intact,2014,5,1,17,30
4048,No Name,Cat,22,Hybrid,Brown,Male,Neutered,2015,9,19,17,33
4049,No Name,Cat,2,Hybrid,Brown,Female,Unknown,2015,5,27,19,1
4050,Has Name,Cat,13,Hybrid,Cream,Female,Neutered,2013,11,30,17,7
4051,Has Name,Cat,780,Hybrid,Blue,Male,Neutered,2013,11,24,16,4
4052,Has Name,Dog,416,Hybrid,Brown,Female,Neutered,2013,10,23,11,23
4053,Has Name,Dog,104,Purebred,Black,Female,Neutered,2013,12,15,17,25
4054,Has Name,Dog,27,Purebred,Brown,Female,Intact,2014,8,16,13,8
4055,No Name,Cat,2,Hybrid,Black,Male,Intact,2013,10,14,12,16
4056,Has Name,Dog,52,Purebred,Tricolor,Female,Neutered,2015,8,17,18,52
4057,Has Name,Cat,9,Hybrid,Orange,Male,Neutered,2014,11,20,16,25
4058,Has Name,Cat,13,Hybrid,Blue,Male,Neutered,2015,12,23,14,27
4059,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2015,1,5,17,14
4060,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2014,3,30,12,31
4061,Has Name,Dog,52,Hybrid,Black,Male,Neutered,2014,4,8,17,1
4062,No Name,Dog,52,Hybrid,Sable,Female,Intact,2015,1,19,15,2
4063,Has Name,Dog,52,Hybrid,White,Male,Neutered,2014,6,17,18,18
4064,Has Name,Dog,52,Hybrid,White,Male,Neutered,2016,2,14,18,9
4065,Has Name,Dog,104,Hybrid,Tan,Male,Neutered,2014,11,7,18,4
4066,Has Name,Cat,156,Hybrid,Orange,Male,Neutered,2014,9,17,14,6
4067,Has Name,Dog,208,Hybrid,White,Male,Neutered,2014,7,23,10,59
4068,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2013,11,30,13,47
4069,No Name,Cat,1,Hybrid,Black,Female,Unknown,2014,7,14,19,4
4070,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2014,9,6,13,25
4071,Has Name,Dog,52,Hybrid,White,Female,Neutered,2014,10,24,17,32
4072,Has Name,Cat,312,Hybrid,Orange,Male,Neutered,2014,12,28,14,5
4073,No Name,Dog,520,Hybrid,Black,Female,Neutered,2014,8,12,11,3
4074,No Name,Cat,104,Hybrid,Blue,Male,Intact,2015,9,9,9,0
4075,No Name,Cat,3,Hybrid,Brown,Female,Intact,2014,11,23,15,41
4076,Has Name,Cat,260,Hybrid,Black,Female,Neutered,2016,1,8,16,6
4077,No Name,Cat,3,Hybrid,Orange,Female,Intact,2015,11,13,15,26
4078,Has Name,Dog,104,Hybrid,Tan,Female,Neutered,2014,7,2,12,12
4079,No Name,Cat,36,Hybrid,Brown,Female,Neutered,2015,12,9,19,39
4080,Has Name,Dog,104,Hybrid,Chocolate,Male,Neutered,2016,1,25,17,44
4081,No Name,Cat,9,Hybrid,Blue,Male,Neutered,2014,8,28,11,46
4082,No Name,Cat,4,Hybrid,Brown,Male,Intact,2013,10,15,18,44
4083,Has Name,Dog,416,Hybrid,Black,Male,Neutered,2016,1,20,15,48
4084,Has Name,Cat,260,Hybrid,Black,Male,Neutered,2014,12,31,14,44
4085,Has Name,Cat,364,Hybrid,Blue,Male,Neutered,2016,1,16,18,0
4086,Has Name,Dog,312,Hybrid,Brown,Male,Neutered,2014,2,26,13,27
4087,Has Name,Dog,260,Hybrid,Chocolate,Male,Neutered,2014,12,30,12,25
4088,Has Name,Dog,36,Hybrid,Tan,Female,Neutered,2015,7,7,18,47
4089,Has Name,Dog,468,Hybrid,Tricolor,Male,Neutered,2014,10,8,17,52
4090,Has Name,Dog,260,Hybrid,Blue,Male,Neutered,2014,2,8,15,15
4091,Has Name,Dog,13,Hybrid,Brown,Female,Neutered,2014,5,16,19,16
4092,No Name,Cat,4,Hybrid,Blue,Male,Intact,2015,5,21,13,31
4093,Has Name,Dog,9,Hybrid,Blue,Female,Neutered,2015,10,9,8,1
4094,Has Name,Dog,52,Hybrid,Blue,Male,Neutered,2015,9,2,15,8
4095,Has Name,Dog,52,Hybrid,Gold,Male,Neutered,2014,5,24,10,8
4096,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2014,2,16,18,3
4097,Has Name,Dog,156,Hybrid,Tan,Female,Intact,2014,3,15,16,54
4098,No Name,Cat,1,Hybrid,Torbie,Female,Unknown,2015,4,21,11,49
4099,Has Name,Dog,156,Hybrid,Black,Male,Neutered,2015,6,12,16,15
4100,No Name,Cat,22,Hybrid,Black,Female,Intact,2014,10,11,9,0
4101,No Name,Dog,13,Hybrid,Black,Female,Neutered,2015,9,30,18,45
4102,Has Name,Cat,104,Hybrid,Cream,Male,Neutered,2014,11,13,12,14
4103,Has Name,Dog,156,Hybrid,Brown,Female,Neutered,2014,6,20,15,36
4104,Has Name,Dog,104,Hybrid,Black,Female,Intact,2014,7,21,11,53
4105,Has Name,Cat,4,Hybrid,Black,Male,Intact,2014,6,23,13,50
4106,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2014,6,15,15,10
4107,Has Name,Cat,27,Hybrid,Orange,Male,Neutered,2014,9,6,9,0
4108,Has Name,Dog,52,Hybrid,White,Male,Neutered,2014,7,15,17,2
4109,Has Name,Cat,104,Purebred,Black,Female,Neutered,2015,10,31,11,46
4110,Has Name,Dog,156,Hybrid,Brown,Female,Neutered,2014,5,14,13,7
4111,Has Name,Dog,780,Purebred,Yellow,Female,Neutered,2015,5,17,16,14
4112,Has Name,Dog,208,Hybrid,Brown,Female,Neutered,2015,6,29,19,0
4113,Has Name,Dog,52,Hybrid,Tan,Male,Neutered,2015,9,13,18,52
4114,No Name,Dog,1,Hybrid,White,Female,Unknown,2015,12,3,16,12
4115,Has Name,Dog,52,Hybrid,White,Female,Neutered,2014,6,14,13,38
4116,Has Name,Cat,9,Hybrid,Blue,Male,Neutered,2015,11,12,17,47
4117,Has Name,Dog,4,Hybrid,Black,Female,Intact,2014,12,28,13,26
4118,Has Name,Dog,52,Purebred,White,Female,Intact,2015,11,13,15,0
4119,No Name,Cat,104,Hybrid,Blue,Female,Intact,2014,7,16,9,0
4120,Has Name,Dog,364,Hybrid,Red,Male,Neutered,2014,7,5,16,55
4121,Has Name,Cat,572,Hybrid,Brown,Female,Neutered,2014,9,4,14,27
4122,No Name,Cat,2,Hybrid,Orange,Male,Intact,2014,4,21,14,22
4123,Has Name,Cat,4,Hybrid,Calico,Female,Neutered,2015,8,23,19,21
4124,No Name,Cat,0,Hybrid,Brown,Male,Intact,2014,6,7,18,38
4125,No Name,Dog,260,Purebred,Red,Female,Neutered,2014,5,10,18,54
4126,No Name,Dog,9,Hybrid,Brown,Female,Intact,2014,11,24,9,29
4127,Has Name,Cat,52,Hybrid,Brown,Male,Neutered,2014,12,24,16,18
4128,Has Name,Cat,52,Hybrid,Tortie,Female,Neutered,2014,9,4,14,23
4129,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2014,3,3,12,55
4130,Has Name,Dog,104,Hybrid,White,Female,Neutered,2015,5,15,15,2
4131,Has Name,Cat,13,Hybrid,Black,Male,Neutered,2015,10,8,12,18
4132,Has Name,Dog,104,Hybrid,Blue,Female,Neutered,2014,5,13,14,37
4133,Has Name,Dog,52,Hybrid,Yellow,Female,Neutered,2015,11,30,13,57
4134,No Name,Dog,4,Hybrid,Tan,Male,Intact,2014,5,13,15,19
4135,Has Name,Dog,40,Hybrid,White,Female,Neutered,2013,10,9,16,50
4136,Has Name,Dog,104,Hybrid,White,Male,Neutered,2013,10,3,17,58
4137,Has Name,Cat,13,Hybrid,Orange,Female,Neutered,2015,12,10,18,58
4138,Has Name,Cat,4,Hybrid,Brown,Male,Intact,2014,10,25,10,54
4139,Has Name,Dog,156,Hybrid,Black,Female,Neutered,2015,11,30,17,15
4140,Has Name,Cat,156,Hybrid,Black,Female,Neutered,2014,8,12,15,29
4141,Has Name,Dog,364,Hybrid,Black,Male,Neutered,2014,3,21,19,22
4142,Has Name,Cat,22,Hybrid,Chocolate,Male,Neutered,2014,1,28,14,22
4143,No Name,Cat,1,Hybrid,Black,Female,Unknown,2014,8,5,11,51
4144,Has Name,Dog,52,Hybrid,Tan,Female,Neutered,2014,4,23,17,43
4145,Has Name,Cat,104,Hybrid,Brown,Female,Neutered,2014,7,30,16,20
4146,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2014,9,4,12,2
4147,No Name,Cat,104,Hybrid,Torbie,Female,Intact,2013,11,14,17,49
4148,Has Name,Cat,4,Hybrid,Black,Male,Neutered,2015,2,15,17,42
4149,No Name,Dog,0,Hybrid,Tan,Female,Unknown,2014,6,7,17,16
4150,No Name,Cat,156,Hybrid,Brown,Male,Intact,2014,5,20,12,8
4151,Has Name,Cat,36,Hybrid,Orange,Male,Neutered,2016,1,16,12,14
4152,Has Name,Dog,52,Hybrid,Black,Male,Neutered,2014,4,20,18,29
4153,No Name,Cat,1144,Hybrid,Lilac,Female,Unknown,2015,10,1,13,46
4154,Has Name,Cat,52,Hybrid,Blue,Male,Neutered,2015,8,15,15,23
4155,Has Name,Dog,156,Hybrid,Brown,Female,Neutered,2014,12,8,15,55
4156,Has Name,Cat,312,Hybrid,Black,Male,Neutered,2014,1,3,17,58
4157,Has Name,Cat,9,Hybrid,Orange,Female,Intact,2014,7,8,15,25
4158,Has Name,Dog,104,Hybrid,Black,Female,Neutered,2015,11,30,0,0
4159,Has Name,Dog,9,Hybrid,Tricolor,Male,Neutered,2014,11,10,17,58
4160,Has Name,Dog,27,Hybrid,Brown,Female,Neutered,2015,1,31,17,3
4161,Has Name,Dog,40,Hybrid,Black,Female,Intact,2014,3,14,11,9
4162,No Name,Cat,4,Hybrid,Calico,Female,Intact,2015,7,21,15,33
4163,Has Name,Dog,13,Hybrid,Brown,Male,Neutered,2015,4,22,16,32
4164,Has Name,Dog,156,Hybrid,Black,Female,Neutered,2013,11,7,16,28
4165,Has Name,Dog,104,Hybrid,White,Male,Neutered,2015,11,23,19,19
4166,Has Name,Dog,156,Hybrid,Black,Female,Neutered,2015,4,6,18,28
4167,No Name,Cat,0,Hybrid,White,Male,Intact,2015,4,11,17,40
4168,Has Name,Cat,9,Hybrid,Brown,Female,Neutered,2014,3,19,11,14
4169,No Name,Cat,4,Hybrid,Cream,Male,Intact,2014,9,4,17,6
4170,No Name,Dog,18,Purebred,White,Female,Neutered,2013,12,9,15,23
4171,Has Name,Cat,40,Hybrid,Brown,Female,Neutered,2014,4,20,15,40
4172,Has Name,Dog,4,Hybrid,Black,Male,Intact,2016,1,23,16,1
4173,Has Name,Dog,312,Hybrid,Blue,Female,Neutered,2015,9,12,10,36
4174,No Name,Cat,4,Hybrid,Black,Male,Intact,2015,9,21,15,58
4175,Has Name,Dog,104,Hybrid,Tan,Male,Neutered,2015,4,5,14,10
4176,No Name,Cat,2,Hybrid,Blue,Male,Intact,2014,9,8,16,41
4177,Has Name,Dog,104,Hybrid,Brown,Female,Neutered,2015,12,27,12,57
4178,Has Name,Dog,36,Hybrid,White,Female,Neutered,2016,1,16,16,13
4179,Has Name,Cat,9,Hybrid,White,Male,Intact,2015,9,28,15,20
4180,Has Name,Dog,9,Hybrid,White,Female,Neutered,2014,8,12,13,32
4181,Has Name,Dog,9,Hybrid,Black,Female,Intact,2014,2,4,14,6
4182,Has Name,Cat,4,Hybrid,Black,Female,Neutered,2014,12,9,15,20
4183,No Name,Dog,9,Hybrid,Tan,Female,Neutered,2015,3,22,18,11
4184,No Name,Dog,52,Hybrid,Red,Female,Neutered,2015,6,24,18,16
4185,Has Name,Cat,4,Hybrid,Black,Male,Intact,2015,6,7,13,30
4186,No Name,Dog,9,Hybrid,Brown,Female,Neutered,2014,1,12,17,56
4187,Has Name,Dog,13,Purebred,Chocolate,Female,Neutered,2014,9,12,14,56
4188,Has Name,Dog,156,Purebred,Red,Male,Neutered,2014,8,17,11,23
4189,Has Name,Dog,416,Hybrid,White,Male,Neutered,2014,1,15,11,17
4190,No Name,Cat,3,Hybrid,Blue,Female,Unknown,2015,9,12,14,28
4191,Has Name,Dog,104,Hybrid,Chocolate,Female,Neutered,2014,5,20,18,39
4192,Has Name,Dog,104,Hybrid,White,Male,Neutered,2015,10,9,17,46
4193,Has Name,Dog,260,Hybrid,Brown,Female,Neutered,2014,5,26,11,12
4194,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2014,8,25,16,37
4195,Has Name,Dog,364,Hybrid,Yellow,Female,Neutered,2014,6,3,11,13
4196,Has Name,Dog,31,Hybrid,Brown,Female,Neutered,2014,5,27,14,22
4197,Has Name,Dog,364,Hybrid,Chocolate,Male,Neutered,2015,11,2,15,15
4198,Has Name,Dog,104,Hybrid,Buff,Female,Intact,2014,12,11,12,34
4199,Has Name,Dog,22,Hybrid,Black,Female,Neutered,2015,7,26,18,4
4200,No Name,Cat,18,Hybrid,Brown,Male,Neutered,2015,10,29,12,0
4201,Has Name,Dog,520,Purebred,Red,Female,Neutered,2015,5,21,13,0
4202,Has Name,Dog,52,Hybrid,White,Male,Neutered,2015,1,22,17,54
4203,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2015,5,19,12,7
4204,No Name,Cat,9,Hybrid,Blue,Female,Neutered,2015,10,27,15,57
4205,Has Name,Dog,9,Hybrid,Black,Male,Neutered,2013,10,18,10,50
4206,Has Name,Dog,52,Hybrid,Red,Female,Neutered,2014,7,13,8,12
4207,Has Name,Cat,9,Hybrid,Orange,Female,Neutered,2014,9,27,12,33
4208,Has Name,Cat,156,Hybrid,Brown,Male,Neutered,2014,9,22,15,33
4209,Has Name,Dog,52,Hybrid,Tan,Male,Neutered,2014,3,16,12,45
4210,Has Name,Cat,4,Hybrid,Black,Female,Intact,2015,6,8,16,25
4211,Has Name,Dog,156,Purebred,Cream,Female,Neutered,2014,5,8,11,34
4212,Has Name,Dog,260,Hybrid,Black,Male,Neutered,2013,11,17,18,53
4213,No Name,Dog,52,Hybrid,Red,Female,Intact,2015,11,13,13,27
4214,Has Name,Cat,9,Hybrid,Orange,Female,Neutered,2014,8,24,17,20
4215,Has Name,Cat,9,Hybrid,Brown,Female,Neutered,2015,12,5,19,29
4216,Has Name,Dog,52,Hybrid,Tricolor,Female,Neutered,2014,9,13,9,54
4217,Has Name,Dog,52,Purebred,Black,Male,Intact,2015,1,14,15,47
4218,No Name,Dog,208,Hybrid,Cream,Female,Intact,2015,8,12,12,24
4219,No Name,Cat,2,Hybrid,Brown,Female,Intact,2015,9,26,19,13
4220,Has Name,Cat,156,Hybrid,Black,Female,Neutered,2014,8,23,11,43
4221,No Name,Cat,3,Hybrid,Tortie,Female,Intact,2014,7,11,19,10
4222,Has Name,Cat,9,Hybrid,Orange,Male,Neutered,2014,8,6,13,45
4223,Has Name,Dog,52,Hybrid,White,Female,Neutered,2014,4,10,18,45
4224,Has Name,Dog,364,Hybrid,Brown,Female,Intact,2014,4,24,15,37
4225,No Name,Cat,104,Hybrid,Torbie,Female,Intact,2015,1,18,9,0
4226,Has Name,Dog,468,Hybrid,Brown,Male,Neutered,2015,11,24,12,29
4227,No Name,Cat,52,Hybrid,Black,Male,Intact,2015,9,24,9,0
4228,Has Name,Dog,52,Purebred,White,Female,Neutered,2014,11,7,16,5
4229,Has Name,Dog,104,Hybrid,White,Female,Neutered,2013,10,13,14,52
4230,No Name,Cat,4,Hybrid,Black,Male,Neutered,2015,7,19,16,59
4231,Has Name,Dog,260,Hybrid,Black,Female,Neutered,2014,9,20,18,23
4232,Has Name,Dog,260,Hybrid,Tan,Male,Neutered,2015,6,18,16,58
4233,Has Name,Dog,52,Hybrid,Yellow,Male,Neutered,2015,6,17,18,3
4234,Has Name,Cat,104,Hybrid,Brown,Female,Neutered,2014,5,13,10,15
4235,No Name,Cat,4,Hybrid,Brown,Male,Intact,2015,7,14,18,2
4236,Has Name,Dog,208,Purebred,Black,Female,Neutered,2016,2,12,17,11
4237,Has Name,Dog,45,Hybrid,Black,Male,Neutered,2015,12,19,10,5
4238,Has Name,Dog,52,Hybrid,White,Male,Neutered,2015,1,27,17,56
4239,Has Name,Cat,104,Hybrid,Black,Male,Neutered,2015,9,17,19,10
4240,No Name,Cat,2,Hybrid,Brown,Female,Intact,2015,4,27,13,36
4241,No Name,Dog,18,Hybrid,Black,Male,Intact,2014,11,4,12,37
