AnimalID,Name,OutcomeType,AnimalType,AgeuponOutcome,Breed,Color,Sex,Neutered,Year,Month,Day,Hour,Minute
A601869,Has Name,Return_to_owner,Cat,104,Hybrid,Black,Male,Neutered,2013,11,14,12,4
A710275,Has Name,Adoption,Dog,9,Hybrid,Brown,Male,Neutered,2015,8,24,19,27
A708214,Has Name,Adoption,Dog,52,Hybrid,White,Female,Neutered,2015,7,28,13,10
A691326,Has Name,Transfer,Dog,13,Hybrid,Tricolor,Male,Neutered,2014,11,21,13,17
A662912,Has Name,Transfer,Cat,9,Hybrid,Chocolate,Male,Neutered,2013,10,20,12,21
A667415,Has Name,Return_to_owner,Dog,260,Hybrid,White,Female,Neutered,2013,11,19,14,28
A661418,Has Name,Adoption,Dog,104,Hybrid,Black,Female,Neutered,2014,2,22,17,19
A696296,Has Name,Adoption,Dog,104,Hybrid,White,Male,Neutered,2015,3,29,18,14
A691908,Has Name,Adoption,Cat,9,Hybrid,Torbie,Female,Neutered,2014,12,24,7,42
A694847,No Name,Transfer,Dog,2,Hybrid,Black,Female,Intact,2015,1,20,14,42
A691752,No Name,Transfer,Cat,3,Hybrid,Blue,Female,Intact,2014,11,8,18,4
A709798,No Name,Transfer,Dog,4,Hybrid,Black,Male,Intact,2015,8,14,13,21
A645676,Has Name,Return_to_owner,Dog,156,Hybrid,Tricolor,Male,Neutered,2015,9,10,14,44
A674171,Has Name,Transfer,Cat,36,Hybrid,Tortie,Female,Neutered,2014,4,11,16,1
A681873,No Name,Transfer,Cat,52,Hybrid,Black,Female,Intact,2014,6,22,9,0
A685066,No Name,Adoption,Cat,9,Hybrid,Black,Female,Neutered,2014,8,5,17,13
A714055,Has Name,Adoption,Cat,52,Hybrid,Black,Male,Neutered,2015,11,22,18,8
A680765,Has Name,Return_to_owner,Dog,520,Hybrid,Black,Male,Neutered,2014,6,7,16,51
A718329,Has Name,Transfer,Dog,52,Hybrid,White,Male,Intact,2016,1,1,15,42
A696606,Has Name,Adoption,Dog,104,Hybrid,White,Male,Neutered,2015,8,13,16,38
A707021,No Name,Transfer,Cat,0,Hybrid,Black,Female,Unknown,2015,7,6,18,58
A671338,Has Name,Transfer,Dog,104,Hybrid,White,Male,Neutered,2014,2,19,15,56
A687852,Has Name,Return_to_owner,Cat,27,Hybrid,Blue,Male,Neutered,2014,9,13,12,28
A716347,No Name,Transfer,Cat,2,Hybrid,Black,Male,Intact,2015,11,18,17,56
A670515,Has Name,Return_to_owner,Cat,104,Hybrid,White,Male,Neutered,2014,1,9,14,41
A694894,No Name,Return_to_owner,Dog,2,Hybrid,Brown,Male,Intact,2015,1,8,12,37
A711461,Has Name,Adoption,Dog,364,Hybrid,Fawn,Female,Neutered,2015,12,24,13,11
A697203,Has Name,Transfer,Cat,52,Hybrid,Seal,Male,Intact,2015,2,20,9,0
A716057,No Name,Transfer,Cat,3,Hybrid,Orange,Female,Intact,2015,11,13,15,27
A663595,Has Name,Adoption,Cat,13,Hybrid,Black,Female,Intact,2013,10,19,16,48
A673985,Has Name,Return_to_owner,Dog,312,Hybrid,Black,Male,Neutered,2015,4,12,18,0
A690791,Has Name,Transfer,Cat,4,Hybrid,Brown,Female,Intact,2014,10,30,15,46
A668947,No Name,Transfer,Dog,104,Hybrid,Brown,Female,Intact,2013,12,12,18,14
A711831,Has Name,Transfer,Dog,4,Hybrid,Sable,Male,Intact,2015,9,17,9,28
A669368,No Name,Adoption,Dog,13,Hybrid,Black,Male,Neutered,2014,2,27,14,10
A685597,No Name,Adoption,Dog,9,Hybrid,Tricolor,Male,Neutered,2014,8,13,17,34
A687175,Has Name,Adoption,Dog,208,Purebred,Black,Female,Neutered,2014,11,11,13,16
A698538,Has Name,Adoption,Dog,52,Hybrid,Brown,Male,Neutered,2015,4,6,16,54
A678483,No Name,Transfer,Dog,156,Hybrid,Black,Female,Neutered,2014,5,14,18,50
A688053,No Name,Transfer,Cat,18,Hybrid,Brown,Female,Intact,2014,9,14,9,0
A690130,Has Name,Adoption,Dog,104,Hybrid,Black,Male,Neutered,2015,2,5,12,55
A708639,Has Name,Return_to_owner,Dog,624,Purebred,Gray,Male,Neutered,2015,8,4,16,36
A681507,Has Name,Return_to_owner,Dog,260,Purebred,Blue,Male,Neutered,2014,10,31,17,20
A667657,Has Name,Adoption,Dog,364,Hybrid,Brown,Male,Neutered,2013,12,1,13,10
A678403,No Name,Transfer,Cat,2,Hybrid,Tortie,Female,Intact,2014,5,8,19,22
A675013,Has Name,Adoption,Dog,9,Hybrid,Black,Female,Neutered,2014,3,27,11,57
A711893,Has Name,Transfer,Dog,22,Hybrid,Tan,Female,Neutered,2015,9,17,13,57
A706944,Has Name,Adoption,Cat,104,Hybrid,Seal,Male,Neutered,2015,8,23,18,45
A705457,No Name,Return_to_owner,Cat,18,Hybrid,Blue,Female,Neutered,2015,6,21,19,46
A684130,Has Name,Return_to_owner,Dog,208,Hybrid,Black,Male,Neutered,2014,7,26,13,23
A666259,Has Name,Adoption,Dog,572,Hybrid,Black,Female,Neutered,2013,11,23,16,42
A719925,Has Name,Adoption,Dog,52,Hybrid,Brown,Female,Neutered,2016,2,14,14,11
A680770,No Name,Transfer,Dog,0,Hybrid,Tan,Female,Unknown,2014,6,7,17,16
A694963,Has Name,Return_to_owner,Dog,156,Hybrid,Blue,Female,Neutered,2015,1,29,15,3
A659844,Has Name,Adoption,Cat,13,Hybrid,Black,Male,Neutered,2013,10,24,13,11
A690798,Has Name,Euthanasia,Dog,4,Hybrid,White,Male,Intact,2014,10,26,12,51
A702966,Has Name,Transfer,Cat,3,Hybrid,Brown,Male,Intact,2015,5,22,14,17
A718936,Has Name,Adoption,Cat,27,Hybrid,Tortie,Female,Neutered,2016,1,16,13,35
A694678,No Name,Transfer,Cat,52,Hybrid,Black,Female,Unknown,2015,1,3,9,0
A683452,Has Name,Transfer,Cat,4,Hybrid,Brown,Female,Intact,2014,7,17,15,39
A677083,Has Name,Adoption,Cat,9,Purebred,Cream,Male,Neutered,2014,5,5,12,57
A697028,Has Name,Transfer,Dog,52,Hybrid,White,Male,Neutered,2015,6,4,18,7
A688284,Has Name,Return_to_owner,Dog,156,Hybrid,Brown,Male,Neutered,2014,9,20,12,25
A712994,Has Name,Return_to_owner,Dog,52,Purebred,Red,Female,Neutered,2015,10,3,17,20
A691105,Has Name,Transfer,Dog,45,Hybrid,Brown,Male,Neutered,2014,11,14,18,7
A713622,Has Name,Euthanasia,Dog,104,Hybrid,Red,Female,Neutered,2015,12,1,14,44
A614817,Has Name,Return_to_owner,Dog,468,Hybrid,Red,Female,Neutered,2014,8,5,11,6
A662918,Has Name,Adoption,Dog,31,Hybrid,Tricolor,Male,Neutered,2013,12,16,17,1
A699014,No Name,Euthanasia,Cat,0,Hybrid,Brown,Female,Unknown,2015,3,21,11,17
A703288,Has Name,Return_to_owner,Dog,40,Hybrid,Black,Male,Neutered,2015,6,3,17,58
A665566,No Name,Transfer,Dog,52,Hybrid,Tan,Male,Neutered,2013,10,24,15,40
A649271,Has Name,Adoption,Dog,156,Hybrid,Black,Male,Neutered,2015,4,5,16,4
A682865,Has Name,Return_to_owner,Dog,52,Hybrid,Black,Male,Neutered,2014,7,4,15,40
A679489,Has Name,Adoption,Dog,52,Hybrid,Chocolate,Male,Neutered,2014,5,26,18,44
A684596,Has Name,Adoption,Cat,156,Hybrid,Black,Female,Neutered,2016,2,20,17,12
A664559,Has Name,Adoption,Dog,52,Hybrid,Black,Male,Intact,2013,10,25,16,0
A678272,No Name,Adoption,Cat,9,Hybrid,Black,Male,Neutered,2014,7,13,18,34
A672193,Has Name,Euthanasia,Cat,18,Hybrid,Brown,Male,Neutered,2014,6,9,13,46
A669930,Has Name,Adoption,Dog,104,Hybrid,Brown,Male,Neutered,2014,1,25,18,8
A666166,Has Name,Euthanasia,Dog,104,Hybrid,Brown,Male,Intact,2013,11,22,18,28
A684644,No Name,Transfer,Cat,52,Hybrid,Orange,Female,Unknown,2014,7,27,9,0
A692955,Has Name,Adoption,Cat,9,Hybrid,Black,Female,Neutered,2015,1,24,11,27
A679264,No Name,Transfer,Cat,3,Hybrid,Torbie,Female,Intact,2014,5,18,15,36
A705774,No Name,Transfer,Cat,52,Hybrid,White,Female,Intact,2015,6,22,9,0
A699549,No Name,Euthanasia,Dog,156,Hybrid,White,Male,Intact,2015,3,29,14,59
A711400,Has Name,Return_to_owner,Dog,52,Hybrid,Red,Female,Neutered,2015,9,7,18,33
A704681,Has Name,Return_to_owner,Dog,104,Hybrid,Brown,Male,Neutered,2015,6,15,18,42
A667558,Has Name,Transfer,Dog,364,Hybrid,Blue,Female,Neutered,2013,11,23,11,6
A686907,No Name,Transfer,Cat,0,Hybrid,Blue,Male,Intact,2014,8,28,18,34
A708884,No Name,Transfer,Cat,3,Hybrid,Brown,Female,Unknown,2015,8,1,17,59
A681226,Has Name,Return_to_owner,Dog,156,Hybrid,Brown,Male,Neutered,2014,12,21,13,32
A713852,Has Name,Adoption,Cat,9,Hybrid,Orange,Female,Intact,2015,10,18,0,0
A704178,Has Name,Adoption,Dog,9,Hybrid,Tan,Female,Neutered,2015,6,10,18,13
A307592,Has Name,Adoption,Cat,624,Hybrid,Orange,Male,Neutered,2014,6,14,15,15
A664078,Has Name,Adoption,Dog,45,Hybrid,Black,Male,Neutered,2013,10,4,17,22
A679840,No Name,Adoption,Dog,9,Hybrid,Tan,Female,Neutered,2014,6,1,17,58
A526237,Has Name,Return_to_owner,Dog,312,Hybrid,Brown,Female,Neutered,2013,11,16,15,42
A682283,Has Name,Adoption,Cat,9,Hybrid,Tortie,Female,Neutered,2014,7,12,15,1
A667607,No Name,Transfer,Cat,104,Hybrid,Brown,Male,Intact,2013,11,26,15,29
A704756,Has Name,Transfer,Dog,36,Hybrid,Brown,Female,Neutered,2015,7,2,10,23
A677620,Has Name,Adoption,Dog,4,Hybrid,White,Male,Neutered,2014,5,13,17,20
A691573,Has Name,Transfer,Dog,52,Hybrid,Tan,Female,Neutered,2014,11,21,17,7
A673655,Has Name,Adoption,Dog,104,Hybrid,Chocolate,Male,Neutered,2015,7,18,15,24
A704929,Has Name,Adoption,Cat,9,Hybrid,Blue,Female,Neutered,2015,8,7,15,7
A687417,Has Name,Adoption,Dog,27,Hybrid,Tan,Male,Neutered,2014,9,8,17,28
A667332,No Name,Transfer,Cat,104,Hybrid,Brown,Female,Unknown,2013,11,18,15,36
A702501,Has Name,Return_to_owner,Dog,104,Hybrid,Tan,Female,Neutered,2015,5,18,18,44
A677447,Has Name,Adoption,Dog,156,Hybrid,Brown,Male,Neutered,2014,6,19,12,49
A676159,Has Name,Transfer,Dog,52,Purebred,White,Female,Intact,2014,4,11,14,18
A716175,No Name,Adoption,Dog,104,Hybrid,Brown,Female,Neutered,2015,11,22,11,5
A679198,Has Name,Transfer,Dog,156,Hybrid,Tan,Female,Intact,2014,5,21,15,21
A687057,No Name,Transfer,Cat,22,Hybrid,Calico,Female,Intact,2014,8,31,9,0
A453933,Has Name,Return_to_owner,Dog,572,Hybrid,Cream,Male,Neutered,2014,5,30,11,56
A710002,No Name,Transfer,Cat,3,Hybrid,Blue,Female,Intact,2015,8,15,18,6
A701810,No Name,Transfer,Cat,2,Hybrid,Gray,Female,Unknown,2015,5,5,11,45
A682460,Has Name,Adoption,Dog,104,Hybrid,Tricolor,Female,Neutered,2014,7,3,12,10
A674337,Has Name,Transfer,Cat,104,Hybrid,Black,Female,Neutered,2014,4,2,11,29
A694157,Has Name,Adoption,Cat,9,Hybrid,Blue,Male,Neutered,2015,1,25,15,26
A688106,No Name,Adoption,Cat,9,Purebred,Black,Female,Neutered,2014,9,21,18,4
A694655,Has Name,Return_to_owner,Dog,104,Hybrid,Blue,Male,Neutered,2015,1,3,17,10
A680916,Has Name,Adoption,Dog,156,Hybrid,White,Female,Neutered,2014,6,17,18,19
A718052,Has Name,Return_to_owner,Dog,22,Hybrid,Brown,Male,Neutered,2015,12,23,17,21
A689085,Has Name,Transfer,Dog,52,Hybrid,White,Male,Neutered,2014,10,9,15,24
A669931,Has Name,Adoption,Dog,312,Hybrid,Black,Male,Neutered,2014,1,13,12,32
A717515,Has Name,Return_to_owner,Dog,104,Hybrid,Tan,Female,Neutered,2015,12,10,18,4
A662264,Has Name,Adoption,Dog,104,Hybrid,Black,Male,Neutered,2013,12,28,12,5
A677256,Has Name,Return_to_owner,Dog,156,Hybrid,Gray,Male,Neutered,2014,4,22,14,23
A704401,Has Name,Transfer,Cat,9,Hybrid,Calico,Female,Neutered,2015,7,4,10,29
A686526,No Name,Transfer,Cat,0,Hybrid,Brown,Male,Intact,2014,8,23,13,0
A713180,Has Name,Transfer,Cat,52,Hybrid,Black,Male,Neutered,2015,10,7,12,41
A693966,No Name,Return_to_owner,Dog,2,Hybrid,Blue,Female,Intact,2014,12,27,11,9
A669910,No Name,Transfer,Dog,4,Hybrid,White,Male,Intact,2014,2,10,17,17
A712788,Has Name,Adoption,Cat,9,Hybrid,Brown,Male,Neutered,2015,11,13,13,7
A714686,Has Name,Transfer,Dog,156,Hybrid,White,Female,Neutered,2015,10,31,13,47
A708596,Has Name,Adoption,Dog,104,Hybrid,White,Female,Neutered,2015,8,2,18,58
A700491,No Name,Transfer,Cat,780,Hybrid,Black,Male,Neutered,2015,4,18,13,18
A683295,Has Name,Adoption,Cat,9,Hybrid,Lynx,Female,Neutered,2014,8,19,9,54
A687075,Has Name,Adoption,Cat,9,Hybrid,Blue,Male,Neutered,2014,9,3,19,37
A695991,No Name,Adoption,Dog,52,Hybrid,Brown,Female,Neutered,2015,2,8,12,0
A676868,Has Name,Adoption,Cat,9,Hybrid,Calico,Female,Neutered,2014,5,23,16,43
A719227,No Name,Transfer,Dog,13,Hybrid,Black,Male,Intact,2016,1,18,15,10
A666586,No Name,Transfer,Cat,52,Hybrid,Orange,Female,Unknown,2013,11,5,16,18
A692265,No Name,Transfer,Cat,4,Hybrid,Black,Female,Intact,2014,11,17,18,50
A680321,No Name,Transfer,Dog,52,Hybrid,Black,Male,Neutered,2014,6,5,17,25
A708092,No Name,Euthanasia,Cat,52,Hybrid,Black,Female,Intact,2015,7,23,8,15
A674949,Has Name,Transfer,Dog,13,Hybrid,White,Female,Neutered,2014,3,23,17,0
A712357,No Name,Transfer,Cat,22,Hybrid,Calico,Female,Intact,2015,9,23,9,0
A696995,Has Name,Transfer,Dog,624,Hybrid,Blue,Male,Neutered,2015,3,12,12,47
A681039,No Name,Transfer,Cat,2,Hybrid,Black,Female,Unknown,2014,6,11,17,11
A697186,No Name,Transfer,Cat,52,Hybrid,Orange,Male,Intact,2015,2,20,9,0
A631184,No Name,Return_to_owner,Dog,416,Hybrid,Black,Male,Neutered,2014,11,23,12,58
A688678,Has Name,Adoption,Dog,104,Hybrid,Black,Female,Neutered,2014,9,28,11,33
A679237,No Name,Transfer,Dog,18,Hybrid,Chocolate,Male,Intact,2014,5,21,12,41
A690565,No Name,Transfer,Cat,3,Hybrid,Orange,Male,Intact,2014,10,22,17,40
A681821,Has Name,Transfer,Cat,52,Hybrid,Brown,Female,Intact,2014,7,8,14,53
A711484,No Name,Transfer,Cat,104,Hybrid,Blue,Female,Intact,2015,9,8,9,0
A685408,Has Name,Adoption,Dog,52,Hybrid,Red,Male,Neutered,2014,8,23,17,57
A664729,No Name,Transfer,Dog,260,Hybrid,Black,Male,Neutered,2013,10,13,17,10
A670653,No Name,Adoption,Cat,45,Hybrid,Brown,Female,Neutered,2014,9,3,18,59
A712999,Has Name,Return_to_owner,Dog,312,Hybrid,Sable,Male,Neutered,2015,10,10,17,30
A662603,Has Name,Euthanasia,Dog,104,Hybrid,Black,Male,Neutered,2013,11,26,14,6
A692505,Has Name,Transfer,Cat,364,Hybrid,Black,Female,Neutered,2014,11,25,14,14
A689063,No Name,Transfer,Dog,4,Hybrid,Blue,Female,Intact,2014,9,29,13,8
A710186,Has Name,Adoption,Dog,156,Hybrid,Blue,Female,Neutered,2015,8,29,17,10
A704953,Has Name,Return_to_owner,Dog,208,Hybrid,Chocolate,Female,Neutered,2016,1,19,13,46
A696174,Has Name,Adoption,Cat,52,Purebred,Brown,Male,Neutered,2015,12,16,10,40
A666615,Has Name,Adoption,Dog,312,Hybrid,Tan,Male,Neutered,2014,6,6,15,8
A699706,Has Name,Transfer,Dog,208,Hybrid,Tan,Male,Neutered,2015,4,19,17,49
A671603,Has Name,Adoption,Dog,156,Hybrid,Brown,Male,Neutered,2014,2,1,19,5
A691066,Has Name,Transfer,Dog,104,Hybrid,White,Female,Neutered,2014,11,12,17,57
A683706,Has Name,Adoption,Cat,9,Hybrid,Black,Female,Neutered,2014,9,1,14,45
A669767,No Name,Transfer,Dog,9,Hybrid,Black,Male,Intact,2014,1,1,19,48
A699046,Has Name,Return_to_owner,Dog,104,Hybrid,Chocolate,Female,Neutered,2015,3,24,17,21
A688773,Has Name,Transfer,Dog,260,Hybrid,White,Male,Neutered,2014,10,20,11,51
A700016,Has Name,Transfer,Dog,104,Hybrid,Black,Male,Intact,2015,4,12,13,26
A691601,Has Name,Adoption,Cat,9,Hybrid,Tortie,Female,Neutered,2014,11,20,16,20
A689680,Has Name,Adoption,Dog,104,Hybrid,Black,Female,Neutered,2014,10,15,19,26
A665004,Has Name,Return_to_owner,Dog,468,Hybrid,Black,Male,Neutered,2013,10,15,19,21
A707420,Has Name,Transfer,Dog,156,Hybrid,Brown,Female,Neutered,2015,7,19,12,52
A664285,No Name,Died,Cat,0,Hybrid,Black,Male,Intact,2013,10,2,11,3
A620613,Has Name,Adoption,Dog,260,Hybrid,Brown,Male,Neutered,2014,6,29,13,27
A706864,Has Name,Adoption,Dog,104,Hybrid,Black,Female,Neutered,2015,7,11,16,11
A706453,No Name,Euthanasia,Dog,364,Hybrid,Tricolor,Male,Intact,2015,7,3,13,34
A665446,Has Name,Transfer,Cat,104,Hybrid,Black,Male,Neutered,2013,10,25,15,13
A682078,No Name,Died,Cat,52,Hybrid,Black,Female,Unknown,2014,6,24,10,55
A661386,Has Name,Adoption,Dog,52,Hybrid,Black,Female,Neutered,2013,11,10,18,46
A695418,No Name,Transfer,Cat,18,Hybrid,Orange,Male,Intact,2015,1,16,9,0
A685438,Has Name,Adoption,Dog,156,Hybrid,Black,Female,Neutered,2014,8,22,17,36
A683023,No Name,Transfer,Cat,104,Hybrid,Orange,Female,Unknown,2014,7,7,9,0
A668255,Has Name,Return_to_owner,Dog,104,Hybrid,Brown,Male,Neutered,2013,12,2,17,45
A687148,Has Name,Adoption,Cat,9,Hybrid,Black,Male,Neutered,2014,9,5,16,59
A693244,Has Name,Return_to_owner,Dog,156,Hybrid,Brown,Male,Neutered,2014,12,5,11,23
A685751,Has Name,Adoption,Dog,18,Hybrid,Tricolor,Female,Neutered,2014,8,17,17,34
A689537,Has Name,Adoption,Dog,45,Hybrid,Tan,Female,Neutered,2014,10,12,17,1
A705445,Has Name,Adoption,Dog,104,Hybrid,Brown,Male,Neutered,2015,6,21,18,36
A678213,Has Name,Adoption,Cat,9,Hybrid,Black,Female,Neutered,2014,8,2,11,21
A701646,No Name,Transfer,Cat,13,Hybrid,Black,Male,Intact,2015,5,25,14,15
A698319,Has Name,Adoption,Dog,208,Hybrid,Silver,Female,Neutered,2015,3,13,17,14
A695506,Has Name,Transfer,Cat,104,Hybrid,Orange,Male,Neutered,2015,4,30,14,42
A711837,Has Name,Transfer,Dog,4,Hybrid,Tan,Male,Intact,2015,9,17,9,30
A687118,Has Name,Return_to_owner,Dog,312,Hybrid,Sable,Female,Neutered,2014,9,1,11,7
A681436,Has Name,Adoption,Cat,13,Hybrid,Cream,Male,Neutered,2014,7,12,12,3
A698699,Has Name,Adoption,Cat,9,Hybrid,Black,Female,Neutered,2015,3,21,13,12
A701734,Has Name,Adoption,Dog,104,Hybrid,Blue,Female,Neutered,2015,9,16,17,22
A668553,Has Name,Adoption,Cat,52,Hybrid,Calico,Female,Neutered,2013,12,26,15,53
A701456,Has Name,Adoption,Cat,9,Hybrid,Black,Male,Neutered,2015,6,13,13,27
A694986,Has Name,Transfer,Dog,312,Hybrid,Black,Male,Neutered,2015,1,15,17,24
A698457,Has Name,Transfer,Dog,9,Purebred,White,Male,Intact,2015,3,14,16,35
A676928,Has Name,Adoption,Cat,9,Hybrid,Tortie,Female,Neutered,2014,6,15,18,38
A719533,Has Name,Adoption,Dog,52,Hybrid,Brown,Male,Neutered,2016,1,27,18,33
A630671,Has Name,Adoption,Dog,156,Hybrid,Blue,Male,Neutered,2015,5,9,16,58
A715302,No Name,Euthanasia,Cat,52,Hybrid,Blue,Male,Intact,2015,11,3,15,5
A694714,Has Name,Adoption,Dog,156,Hybrid,Black,Male,Neutered,2015,3,16,17,5
A678688,Has Name,Adoption,Dog,416,Hybrid,Red,Female,Neutered,2014,5,28,13,26
A679728,Has Name,Transfer,Cat,156,Hybrid,White,Female,Neutered,2014,6,16,12,46
A677193,Has Name,Adoption,Dog,104,Hybrid,Tan,Male,Neutered,2014,8,31,18,41
A673113,Has Name,Adoption,Dog,260,Purebred,White,Female,Neutered,2014,3,16,13,47
A683746,No Name,Transfer,Cat,1,Hybrid,Brown,Female,Unknown,2014,7,25,11,14
A670421,Has Name,Transfer,Dog,104,Purebred,Black,Female,Intact,2014,1,10,11,25
A675645,Has Name,Transfer,Cat,104,Hybrid,Orange,Male,Intact,2014,5,3,13,56
A709255,Has Name,Adoption,Dog,13,Hybrid,Brown,Female,Neutered,2015,8,13,18,57
A675770,Has Name,Return_to_owner,Dog,520,Hybrid,Black,Male,Neutered,2014,4,1,11,17
A714514,Has Name,Transfer,Cat,104,Hybrid,Black,Male,Neutered,2015,12,10,13,12
A676104,Has Name,Return_to_owner,Dog,52,Hybrid,Black,Male,Intact,2014,4,4,19,7
A697170,Has Name,Adoption,Dog,104,Hybrid,White,Female,Neutered,2015,5,28,7,30
A692633,Has Name,Adoption,Dog,27,Hybrid,Black,Male,Neutered,2014,12,8,17,59
A695492,Has Name,Transfer,Cat,416,Hybrid,Black,Male,Neutered,2015,3,6,16,56
A704700,Has Name,Euthanasia,Cat,104,Hybrid,Black,Male,Neutered,2015,6,8,13,46
A675352,No Name,Euthanasia,Dog,312,Hybrid,Brown,Female,Intact,2014,3,28,11,22
A485674,Has Name,Adoption,Dog,468,Purebred,White,Male,Neutered,2014,12,29,11,37
A672113,Has Name,Adoption,Cat,13,Hybrid,Blue,Male,Neutered,2014,2,14,18,56
A708243,Has Name,Adoption,Dog,156,Hybrid,Blue,Male,Neutered,2015,8,31,17,53
A667518,Has Name,Return_to_owner,Cat,104,Hybrid,Tortie,Female,Neutered,2013,11,23,15,54
A700543,Has Name,Adoption,Dog,52,Hybrid,White,Male,Neutered,2015,4,19,18,5
A692356,No Name,Transfer,Cat,18,Hybrid,Brown,Male,Intact,2014,11,25,18,40
A704978,No Name,Transfer,Cat,4,Hybrid,Brown,Female,Intact,2015,6,11,14,58
A695551,Has Name,Euthanasia,Dog,18,Hybrid,Brown,Male,Intact,2015,1,20,18,59
A704320,No Name,Transfer,Cat,3,Hybrid,Orange,Male,Intact,2015,6,5,10,3
A706169,Has Name,Return_to_owner,Dog,312,Hybrid,White,Male,Neutered,2015,6,25,18,26
A685976,Has Name,Adoption,Dog,208,Purebred,Tricolor,Male,Neutered,2014,12,6,13,3
A711412,No Name,Transfer,Cat,2,Hybrid,Black,Female,Intact,2015,9,7,14,49
A700696,Has Name,Adoption,Cat,4,Hybrid,Blue,Female,Neutered,2015,5,16,8,53
A697842,No Name,Adoption,Cat,9,Hybrid,Calico,Female,Neutered,2015,5,5,11,48
A689624,Has Name,Euthanasia,Dog,156,Hybrid,White,Male,Neutered,2014,11,10,11,55
A680268,Has Name,Return_to_owner,Dog,468,Hybrid,Black,Male,Neutered,2014,6,1,15,42
A718364,Has Name,Adoption,Dog,104,Hybrid,Black,Female,Neutered,2016,1,24,17,21
A669046,Has Name,Return_to_owner,Dog,52,Hybrid,White,Female,Neutered,2013,12,17,11,8
A682115,Has Name,Transfer,Dog,9,Hybrid,Black,Female,Intact,2014,6,28,11,16
A695664,Has Name,Return_to_owner,Dog,52,Hybrid,White,Male,Neutered,2015,1,30,12,36
A708738,Has Name,Adoption,Cat,52,Hybrid,Calico,Female,Neutered,2015,11,29,17,1
A669842,Has Name,Transfer,Dog,104,Hybrid,Black,Male,Intact,2014,1,3,14,25
A674941,No Name,Transfer,Cat,0,Hybrid,Brown,Female,Intact,2014,3,20,16,22
A681247,Has Name,Adoption,Cat,9,Hybrid,Brown,Female,Neutered,2014,7,10,19,0
A704946,No Name,Transfer,Cat,104,Hybrid,Orange,Male,Intact,2015,6,12,9,0
A713768,Has Name,Adoption,Dog,156,Hybrid,Brown,Male,Neutered,2015,11,23,11,17
A705987,Has Name,Return_to_owner,Dog,52,Hybrid,Blue,Male,Neutered,2015,7,5,17,41
A681461,Has Name,Return_to_owner,Dog,520,Hybrid,Black,Female,Intact,2014,6,17,16,38
A708131,Has Name,Adoption,Dog,27,Hybrid,Red,Male,Neutered,2015,7,27,18,8
A712590,Has Name,Died,Cat,4,Hybrid,Cream,Male,Intact,2015,10,15,18,52
A675334,Has Name,Adoption,Cat,52,Hybrid,Calico,Female,Neutered,2014,4,16,15,19
A666654,Has Name,Adoption,Dog,156,Hybrid,Brown,Female,Neutered,2014,5,1,17,9
A504813,Has Name,Return_to_owner,Dog,468,Purebred,Tan,Female,Neutered,2014,12,1,16,19
A718600,Has Name,Return_to_owner,Dog,156,Hybrid,Tan,Female,Intact,2016,1,4,11,55
A680441,No Name,Adoption,Dog,9,Hybrid,Red,Female,Neutered,2014,6,6,18,45
A664507,No Name,Transfer,Dog,45,Hybrid,Brown,Female,Intact,2013,10,10,12,37
A705637,Has Name,Transfer,Dog,27,Hybrid,White,Female,Unknown,2015,6,19,0,0
A652796,Has Name,Adoption,Dog,156,Purebred,Silver,Male,Neutered,2015,2,18,17,37
A678068,No Name,Transfer,Dog,104,Hybrid,Brown,Male,Neutered,2014,5,7,13,5
A716947,Has Name,Adoption,Dog,52,Hybrid,Yellow,Female,Neutered,2015,12,12,15,38
A716004,Has Name,Transfer,Dog,49,Hybrid,Tan,Male,Neutered,2015,12,27,16,50
A706424,No Name,Transfer,Cat,2,Hybrid,Blue,Female,Unknown,2015,6,28,17,54
A517675,Has Name,Adoption,Dog,572,Purebred,White,Female,Neutered,2015,9,20,13,8
A700435,No Name,Adoption,Dog,9,Hybrid,Tricolor,Male,Neutered,2015,4,17,17,21
A691121,Has Name,Transfer,Dog,52,Hybrid,Gray,Female,Neutered,2014,11,11,15,39
A701201,Has Name,Transfer,Dog,52,Hybrid,Black,Male,Neutered,2015,5,23,17,32
A693745,Has Name,Adoption,Dog,27,Hybrid,Brown,Female,Neutered,2015,1,22,10,12
A679067,Has Name,Adoption,Cat,13,Hybrid,Brown,Female,Neutered,2014,7,13,7,58
A707255,Has Name,Euthanasia,Dog,676,Hybrid,Tricolor,Female,Neutered,2015,7,13,13,14
A692263,No Name,Transfer,Cat,104,Hybrid,Black,Male,Intact,2014,11,25,18,38
A708955,No Name,Adoption,Dog,18,Hybrid,Tan,Male,Neutered,2015,8,7,19,0
A706170,Has Name,Return_to_owner,Dog,104,Hybrid,Black,Male,Intact,2015,6,25,19,1
A706464,Has Name,Adoption,Dog,52,Hybrid,Brown,Female,Neutered,2015,8,17,16,13
A717613,No Name,Transfer,Cat,52,Hybrid,Brown,Female,Neutered,2015,12,15,19,9
A707772,Has Name,Return_to_owner,Dog,52,Hybrid,Sable,Female,Intact,2015,7,18,11,57
A687309,No Name,Transfer,Dog,18,Hybrid,Cream,Male,Neutered,2014,9,7,16,48
A685901,No Name,Transfer,Cat,18,Hybrid,Tortie,Female,Intact,2014,8,16,9,0
